OrgSuperior;OrgSubordinado;UnidadeGestora;Portador;Data;Favorecido;Valor
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;EDNA S H MITSUIKI;10/07/2017;UNISUPER UNIAO SUPERMERCADO LTDA;7.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;MARCILIO Q O FILHO;29/06/2017;COMERCIAL E IMPORTADORA SAO SEBASTIAO LTDA [SUPERMERCADO GARCA];65.93
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;FABIO D A PINTO;06/07/2017;SUPERMERCADO SHIBATA LTDA;24.15
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;FABIO D A PINTO;20/07/2017;SUPERMERCADO SHIBATA LTDA;16.38
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;PAULA MARQUES MEYER;05/07/2017;COVABRA SUPERMERCADOS LTDA;51.8
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;JOSE O PEREIRA;13/07/2017;WAL MART BRASIL LTDA [SC ITU];53.64
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;BEATRIZ CAMPANELI;10/07/2017;RBS - SUPERMERCADOS BOM RETIRO LTDA;148.39
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ANSELMO AUGUSTO;05/07/2017;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;102.15
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ANSELMO AUGUSTO;29/06/2017;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;114.84
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;SAMMY ABDUL HAI;30/06/2017;SUPERMERCADO ALEAN LTDA;38.54
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ANTONIO SCHNEIDER/C;30/06/2017;SANCHES E VECCHIATE LTDA [SUPERMERCADO VERONA];138.65
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;SILAS G A FILHO;29/06/2017;JAURI J. TEIXEIRA [SUPERMERCADO TEIXEIRA];112.28
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;FABIO SARTORI;11/07/2017;CLOSAM SUPERMERCADO LTDA - EPP [SUPER GOLL];12.99
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;FERNANDA G SERPA;10/07/2017;N TONIAL E CIA LTDA [SUPERMERCADO UNIAO];23.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;SERGIO R B SILVA;14/07/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [SAO FRANCISCO SUPERMERCADOS];64.29
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;SERGIO R B SILVA;19/07/2017;E.B.DE SOUZA-DISTRIBUIDORA DE BEBIDAS - ME;27
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;FAUSTINO D S NETO;19/07/2017;VILLELA & FERREIRA LTDA [SUPERMERCADO FERREIRA];67.79
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ANTONIO M SOUZA/CEN;20/07/2017;M. L. XAVIER - SUPERMERCADO - ME;7.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ANTONIO M SOUZA/CEN;24/07/2017;M. L. XAVIER - SUPERMERCADO - ME;54.1
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;HENRY MAZER;28/06/2017;CONDOR SUPER CENTER LTDA [SUPERMERCADO CONDOR];136.11
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ROGERIO G ALVES/AP;07/07/2017;WMS SUPERMERCADOS DO BRASIL LTDA. [MAXXI PINHAIS];85.05
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;RODRIGO CATANI;06/07/2017;SUPERMERCADO BIGATON;26
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;HELENA OLIVEIRA/CE;07/07/2017;COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA [SUPERMERCADO COPACOL];28.12
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;HELENA OLIVEIRA/CE;18/07/2017;COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA [SUPERMERCADO COPACOL];37.87
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ADISON NASCIMENTO/C;11/07/2017;HAMUD SUPERMERCADO LTDA [SUPERMERCADO HAMUD];45.76
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;LUCAS DOMINGOS BOIM;05/07/2017;SUPERMERCADO SUPERPAO LTDA [SUPERMERCADO SUPERPAO];73.53
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;LUCAS DOMINGOS BOIM;14/07/2017;COMERCIAL DE SECOS E MOLHADOS REGINA LTDA [SUPERMERCADO REGINA];29.94
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ELISANGELA BORGA;04/07/2017;SUPERMERCADO SUPERPAO LTDA;39.14
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;LEONARDO H S TULIO;30/06/2017;SUPERMERCADO ROLIM LTDA  - ME;85.37
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;JOAO R OLIVEIRA;06/07/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [SAO FRANCISCO SUPERMERCADOS];119.22
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;FRANCIELI MALLMANN;04/07/2017;SERGIO M VANDRESEN MANFROI & CIA LTDA [SUPERMERCADO MANO MANFROI];68.71
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;MARCOS R LEITE;18/07/2017;SUPERMERCADO SORRISO LTDA - ME [SUPERMERCADO SORRISO];138.69
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;LUCAS GUERGOLETI;03/07/2017;JOSE DONIZETE DA SILVA BEBIDAS - ME [SUPERMERCADO BOM PRECO];99.05
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;CASSIUS M BRITO/CEN;04/07/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [SAO FRANCISCO SUPERMERCADOS];33.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;ALESSANDRO NEUMANN;24/07/2017;DAIANE PICININI - EPP [SUPERMERCADO REDE FORTE];47.5
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;IVO PEREIRA;04/07/2017;A. ANGELONI & CIA. LTDA [SUPERMERCADOS ANGELONI];45.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;RONALDO LUIZ;07/07/2017;A. ANGELONI & CIA. LTDA [SUPERMERCADOS ANGELONI];24.45
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;RONALDO LUIZ;17/07/2017;SUPERMERCADOS ARCHER SA;36.95
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;RONALDO LUIZ;17/07/2017;BISTEK - SUPERMERCADOS LTDA.;8.79
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;KELI C LAZZAROTO;07/07/2017;BRASAO SUPERMERCADOS S/A [SUPERMERCADO BRASAO];51.51
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;ODILON M WALTER;28/06/2017;GIASSI & CIA LTDA [GIASSI SUPERMERCADO];139.56
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;LAERCIO LOPES;30/06/2017;SUPERMERCADO NARDELLI LTDA;41.27
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;SADY R SILVESTRIN;30/06/2017;R.B. SUPERMERCADO EIRELI [COLMEIA CENTER];94.6
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;AIRTON RIBEIRO;06/07/2017;SUPERMERCADOS MYATA LTDA;58.31
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;SANDRIANE OLIVEIRA;29/06/2017;ABIMAR SUPERMERCADOS LTDA;13.96
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;ANDERSON WILHELMS;21/07/2017;SUPERMERCADO BOM DIA UM LTDA [SUPERMERCADO BOM DIA];13.9
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;EDMILSON MARINHO JR;05/07/2017;SUPERMERCADO BOM DIA UM LTDA [SUPERMERCADO BOM DIA];13.9
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA;TALITA SCHRODER;25/07/2017;GIASSI & CIA LTDA [GIASSI SUPERMERCADO];89.04
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;CLADEMIR DE FOR;12/07/2017;WMS SUPERMERCADOS DO BRASIL LTDA.;56.84
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;CARLA P R RIBEIRO;29/06/2017;SUPERMERCADO FRASSUL LTDA;95.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;MIGUEL MOURA;30/06/2017;TISCHLER E CIA LTDA [SUPER MERCADOS TISCHLER];48.6
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;JONAS HUBNER;30/06/2017;ROXO - ATACADO E VAREJO LTDA [SUPERMERCADO ROXO];56.86
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;ADRIANO STURM;13/07/2017;MASTER ATS SUPERMERCADOS LTDA [MASTER SONDA HIPERMERCADOS];98.51
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;HENRIQUE SAUER;30/06/2017;WMS SUPERMERCADOS DO BRASIL LTDA.;44.28
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;HENRIQUE SAUER;30/06/2017;WMS SUPERMERCADOS DO BRASIL LTDA.;93.05
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;MILENA CAMBRAIA;25/07/2017;PGL DISTRIBUICAO DE ALIMENTOS LTDA [PERUZZO SUPERMERCADOS XII];127.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;MILENA CAMBRAIA;30/06/2017;PGL DISTRIBUICAO DE ALIMENTOS LTDA [PERUZZO SUPERMERCADOS XII];55.67
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;LUIZ MOURAO;20/07/2017;COQUEIROS SUPERMERCADOS LTDA;79.35
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;KELLEN HEDLUND;25/07/2017;SUPER MERCADO RISPOLI LTDA;348.67
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;MARIO DE AVILA;29/06/2017;HIPO SUPERMERCADOS LTDA;56.22
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;TATIANA G DA SILVA;19/07/2017;WMS SUPERMERCADOS DO BRASIL LTDA. [NACIONAL - PELOTAS];11.52
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;RODRIGO BALBINOT;30/06/2017;SUPERMERCADO SORRISO LTDA;39.73
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;CARLOS A THOMAS;11/07/2017;IRMAOS JAESCHKE & CIA. LTDA. [SUPERMERCADO JAESCHKE];29.76
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;ALEX S MANO;30/06/2017;SUPERMERCADO GUANABARA S.A. [SUPERMERCADO GUANABARA];122.19
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;RUBENS GUIMARAES;28/06/2017;OSMAR NICOLINI SUPERMERCADOS LTDA;97.89
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;SILVIO O DA ROSA;13/07/2017;ROXO - ATACADO E VAREJO LTDA [SUPERMERCADO ROXO];58.87
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;MARCELO C ARGENTA;21/07/2017;SUPERMERCADO DANIELI LTDA. [SUPER DANIELI];23.99
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;MARCELO C ARGENTA;28/06/2017;SUPERMERCADO DANIELI LTDA. [SUPER DANIELI];38.43
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO;ALINE LEHMKUHL;17/07/2017;DEL MORO & DEL MORO LTDA [DEL MORO SUPERMERCADOS];89.15
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO;WILLIAM FOSCHIERA;25/07/2017;MARTINS & MARTINS LTDA [SUPERMERCADOS MACHADO];163.93
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO;WANDERLEY SEBASTIAO;11/07/2017;BOMBASSARO & BOMBASSARO LTDA - ME [SUPERMERCADO REAL];450
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO;RICARDO LUIZ FERRAZ;06/07/2017;DEL MORO & DEL MORO LTDA [DEL MORO SUPERMERCADOS];110.26
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO;OLINTO DE SOUZA;15/07/2017;VALERIA LEOPOLDINA DA SILVA - EPP [SUPERMERCADO VENTURI];200
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO;FRANCISCO SILVA;05/07/2017;SENDAS DISTRIBUIDORA S/A;198.94
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;ECINVAL DA FONSECA;12/07/2017;REI BOX SUPERMERCADO;202.81
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;SEBASTIAO S SERRANO;27/06/2017;PEDRO ALARCON NETO - ME [SUPERMERCADO PORTAL];290.41
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;CARLOS VIEIRA SILVA;20/07/2017;SUPERMERCADO BOM VIZINHO DE ITUMBIARA LTDA [SUPERMERCADO BOM VIZINHO];223.94
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;CARLOS VIEIRA SILVA;20/07/2017;SUPERMERCADO BOM VIZINHO DE ITUMBIARA LTDA [SUPERMERCADO BOM VIZINHO];6.99
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;CARLOS VIEIRA SILVA;27/06/2017;SUPERMERCADO BOM VIZINHO DE ITUMBIARA LTDA [SUPERMERCADO BOM VIZINHO];258.93
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;GEYSA L M DA COSTA;27/06/2017;RIO VERMELHO SUPERMERCADOS LTDA [RIO VERMELHO ATACADO E VAREJO];368.41
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;VANDERLEY G BRITO;03/07/2017;SANTO EXPEDITO COMERCIAL DE ALIMENTOS LTDA - ME [COMERCIAL SANTO EXPEDITO];200
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;ELISBETH M DE LEMOS;24/07/2017;ALMB COMERCIO DE ALIMENTOS LTDA [BARATAO SHOPPING];133.72
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;FRANCISCO C S ASSIS;06/07/2017;SUPERMERCADO MOTA LTDA - ME [SUPERMERCADO MOTA];59.45
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;FRANCISCO C S ASSIS;07/07/2017;SUPERMERCADO MOTA LTDA - ME [SUPERMERCADO MOTA];127.96
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;ZENEIDE M DA SILVA;25/07/2017;SUPERMERCADO GIRO LTDA - ME [SUPERMERCADO GIRO];99.66
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;RENATO P O SOUSA;05/07/2017;SUPERMERCADO NETAO LTDA [SUPERMERCADO NETAO];99.78
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;AGNELO R N SOARES;12/07/2017;AGUA SANTA CLARA IND. E COM. DE BEBIDAS LTDA - EPP [AGUA SANTA CLARA];100.8
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;AGNELO R N SOARES;17/07/2017;LOJA DOS DOCES & FESTA LTDA - ME [LOJA DOS DOCES & FESTA];83.1
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO;INSTITUTO NACIONAL DE METEOROLOGIA;JORGE EMILIO;28/06/2017;WAL MART BRASIL LTDA [WAL-MART];26.9
